Verb,pct_female,pct.male,pct.trans,pct.human,pct.robot,pct.animal,pct.fictional,pct.asian,pct.white,pct.black,pct.PoC.other,pct.heterosexual,pct.homosexual,pct.sexuality.other,pct.child,pct.young.adult,pct.adult,pct.elderly
Avoiding,0.029411764705882353,0.20588235294117646,0,0.20588235294117646,0.029411764705882353,0,0,0,0.14705882352941177,0,0.029411764705882353,0.08823529411764706,0,0.029411764705882353,0,0.029411764705882353,0.20588235294117646,0
Aware,0.08064516129032258,0.14516129032258066,0,0.22580645161290322,0.016129032258064516,0,0,0,0.1774193548387097,0.04838709677419355,0,0.03225806451612903,0,0.016129032258064516,0,0.016129032258064516,0.22580645161290322,0
Becoming,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0
Befriending,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
Begging,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,0
Benefitting,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0.1111111111111111,0,0.1111111111111111,0,0,0,0,0,0,0,0.3333333333333333,0
Betraying,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0
Blamed,0,0.25,0,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0.25,0
Blaming,0.1,0.1,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Blasted,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Blinded,0.15789473684210525,0.05263157894736842,0,0.21052631578947367,0.05263157894736842,0,0,0,0.10526315789473684,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0,0,0.05263157894736842,0.21052631578947367,0
Blinding,0.14285714285714285,0.14285714285714285,0,0.2857142857142857,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0.2857142857142857,0
Blocked,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0,0.1111111111111111,0,0.1111111111111111,0.1111111111111111,0,0,0,0.1111111111111111,0.1111111111111111,0
Blocking,0.16666666666666666,0,0,0.16666666666666666,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0
Blurred,0.1,0.1,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Bombed,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0
Bombing,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Bonding,0.16666666666666666,0.16666666666666666,0,0.3333333333333333,0,0,0,0,0.16666666666666666,0,0,0,0,0,0,0.16666666666666666,0,0
Bored,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Bragging,0.3333333333333333,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0
Breaking,0.08333333333333333,0.08333333333333333,0,0.25,0,0,0,0,0.08333333333333333,0,0.08333333333333333,0.08333333333333333,0,0,0,0.08333333333333333,0.16666666666666666,0
Broadcasted,0.07142857142857142,0.14285714285714285,0,0.21428571428571427,0,0,0,0,0.21428571428571427,0,0,0.14285714285714285,0,0,0,0,0.21428571428571427,0
Broadcasting,0.1111111111111111,0.1111111111111111,0,0.2222222222222222,0,0,0,0,0.1111111111111111,0,0,0.2222222222222222,0,0,0,0,0.2222222222222222,0
Building,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Buying,0.07692307692307693,0.15384615384615385,0,0.23076923076923078,0,0,0,0,0.23076923076923078,0,0,0.07692307692307693,0,0,0,0,0.23076923076923078,0
Calculating,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Calibrating,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0.16666666666666666,0,0,0.16666666666666666,0,0,0,0,0.3333333333333333,0
calling,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0,0,0,0,0,0,0.3333333333333333,0
Camouflaged,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
Camouflaging,0.25,0,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Captured,0.03333333333333333,0.16666666666666666,0,0.2,0,0.1,0.03333333333333333,0.03333333333333333,0.1,0.06666666666666667,0,0.03333333333333333,0,0,0.03333333333333333,0,0.2,0
Capturing,0,0.25,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
cared,0,0,0,0.3333333333333333,0,0,0,0,0.3333333333333333,0,0,0,0,0,0.3333333333333333,0,0,0
Caressing,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0
Caring,0.13333333333333333,0.06666666666666667,0,0.13333333333333333,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.26666666666666666,0
Carried,0.25,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0
Categorised,0,0.2,0,0.2,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0.2,0
