SituationID,SituationTitle,Genre,Character,Entity,Technology,Verb
2582,DOOR and BOX (discriminating gum dispenser),Art,NA,NA,Facial recognition,Discriminating
2582,DOOR and BOX (discriminating gum dispenser),Art,User 2 (DOOR and BOX),NA,NA,Analysed
2582,DOOR and BOX (discriminating gum dispenser),Art,NA,NA,Facial recognition,Controlling
2582,DOOR and BOX (discriminating gum dispenser),Art,User 1 (DOOR and BOX),NA,NA,Discriminated
2582,DOOR and BOX (discriminating gum dispenser),Art,NA,NA,Facial recognition,Classifying
2582,DOOR and BOX (discriminating gum dispenser),Art,User 1 (DOOR and BOX),NA,NA,Classified
2582,DOOR and BOX (discriminating gum dispenser),Art,NA,NA,Facial recognition,Analysing
2582,DOOR and BOX (discriminating gum dispenser),Art,User 2 (DOOR and BOX),NA,NA,Accessing
2582,DOOR and BOX (discriminating gum dispenser),Art,User 1 (DOOR and BOX),NA,NA,Analysed
2575,The Midnight Sky (Mitchell relives breakfast with family),Narrative,NA,NA,Holograms,Projecting
2575,The Midnight Sky (Mitchell relives breakfast with family),Narrative,NA,NA,Holograms,Eating
2575,The Midnight Sky (Mitchell relives breakfast with family),Narrative,Mitchell,NA,NA,Eating
2575,The Midnight Sky (Mitchell relives breakfast with family),Narrative,NA,NA,Holograms,Replaying
2575,The Midnight Sky (Mitchell relives breakfast with family),Narrative,Mitchell,NA,NA,Smiling
2575,The Midnight Sky (Mitchell relives breakfast with family),Narrative,NA,NA,Holograms,Helping
2575,The Midnight Sky (Mitchell relives breakfast with family),Narrative,Mitchell,NA,NA,Enjoying
2575,The Midnight Sky (Mitchell relives breakfast with family),Narrative,NA,NA,Holograms,Enjoyed
2575,The Midnight Sky (Mitchell relives breakfast with family),Narrative,Mitchell,NA,NA,Watching
2574,The Midnight Sky (Crew makes plan),Narrative,NA,NA,Holograms,Viewed
2574,The Midnight Sky (Crew makes plan),Narrative,Space station/ship crew members,NA,NA,Interacting
2574,The Midnight Sky (Crew makes plan),Narrative,NA,NA,Holograms,Projecting
2574,The Midnight Sky (Crew makes plan),Narrative,Space station/ship crew members,NA,NA,Planning
2574,The Midnight Sky (Crew makes plan),Narrative,NA,NA,Holograms,Displaying
2574,The Midnight Sky (Crew makes plan),Narrative,Space station/ship crew members,NA,NA,Viewing
2574,The Midnight Sky (Crew makes plan),Narrative,NA,NA,Holograms,Mapping
2574,The Midnight Sky (Crew makes plan),Narrative,Space station/ship crew members,NA,NA,Deciding
2573,The Midnight Sky (Mitchell plays holo-game),Narrative,NA,NA,Holograms,Projecting
2573,The Midnight Sky (Mitchell plays holo-game),Narrative,Mitchell,NA,NA,exercising
2573,The Midnight Sky (Mitchell plays holo-game),Narrative,Mitchell,NA,NA,Playing
2573,The Midnight Sky (Mitchell plays holo-game),Narrative,Mitchell,NA,NA,Seeing
2573,The Midnight Sky (Mitchell plays holo-game),Narrative,NA,NA,Holograms,Played
2570,Capture (Using facial recognition to identify policemen),Art,NA,Creator,NA,Subverting
2570,Capture (Using facial recognition to identify policemen),Art,NA,Law enforcement,NA,Identified
2570,Capture (Using facial recognition to identify policemen),Art,NA,Creator,NA,Exposing
2570,Capture (Using facial recognition to identify policemen),Art,NA,NA,Facial recognition,Matching
2570,Capture (Using facial recognition to identify policemen),Art,NA,Creator,NA,Crowdsourcing
2570,Capture (Using facial recognition to identify policemen),Art,NA,NA,Facial recognition,Processing
2570,Capture (Using facial recognition to identify policemen),Art,NA,Creator,NA,Collecting
2570,Capture (Using facial recognition to identify policemen),Art,NA,NA,Facial recognition,Acquiring
2570,Capture (Using facial recognition to identify policemen),Art,NA,User,NA,Identifying
2569,Lacework (Traversing a machine learning dataset),Art,Amazon Mechanical Turk worker (Lacework),NA,NA,Interpreting
2569,Lacework (Traversing a machine learning dataset),Art,NA,Creator,NA,Exhausting
2569,Lacework (Traversing a machine learning dataset),Art,NA,Image,NA,Labeled
2569,Lacework (Traversing a machine learning dataset),Art,NA,NA,Machine learning,Processing
2569,Lacework (Traversing a machine learning dataset),Art,Amazon Mechanical Turk worker (Lacework),NA,NA,Classifying
2569,Lacework (Traversing a machine learning dataset),Art,NA,Creator,NA,Selecting
2569,Lacework (Traversing a machine learning dataset),Art,NA,NA,Image generation,Distorting
2569,Lacework (Traversing a machine learning dataset),Art,Amazon Mechanical Turk worker (Lacework),NA,NA,Labeling
2569,Lacework (Traversing a machine learning dataset),Art,NA,Creator,NA,Watching
2569,Lacework (Traversing a machine learning dataset),Art,NA,NA,Image generation,Generating
2569,Lacework (Traversing a machine learning dataset),Art,NA,Image,NA,Classified
2569,Lacework (Traversing a machine learning dataset),Art,NA,NA,Machine learning,Distorting
2569,Lacework (Traversing a machine learning dataset),Art,NA,NA,Image generation,Processing
2569,Lacework (Traversing a machine learning dataset),Art,NA,Image,NA,Interpreted
2569,Lacework (Traversing a machine learning dataset),Art,NA,NA,Machine learning,Generating
2567,Antibodies (recognzing faces),Art,NA,User,NA,Recorded
2567,Antibodies (recognzing faces),Art,NA,Image,NA,Shared
2567,Antibodies (recognzing faces),Art,NA,NA,Facial recognition,Sharing
2567,Antibodies (recognzing faces),Art,NA,User,NA,Analysed
2567,Antibodies (recognzing faces),Art,NA,NA,Webcams,Sharing
2567,Antibodies (recognzing faces),Art,NA,NA,Facial recognition,Recording
2567,Antibodies (recognzing faces),Art,NA,User,NA,Mimicking
2567,Antibodies (recognzing faces),Art,NA,NA,Webcams,Recording
2567,Antibodies (recognzing faces),Art,NA,NA,Facial recognition,Analysing
2567,Antibodies (recognzing faces),Art,NA,User,NA,Watching
2567,Antibodies (recognzing faces),Art,NA,NA,Webcams,Analysing
2567,Antibodies (recognzing faces),Art,NA,NA,Facial recognition,Capturing
2567,Antibodies (recognzing faces),Art,NA,User,NA,Posing
2567,Antibodies (recognzing faces),Art,NA,NA,Webcams,Capturing
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,User,NA,Masked
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,NA,Facial recognition,Identifying
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,Creator,NA,Explaining
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,Law enforcement,NA,Oppressing
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,User,NA,Hiding
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,NA,Facial recognition,Classifying
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,Creator,NA,Demonstrating
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,Law enforcement,NA,Monitoring
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,User,NA,Avoiding
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,NA,Facial recognition,Detecting
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,User,NA,Tricking
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,NA,Facial recognition,Tricked
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,User,NA,Protected
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,Object,NA,Covering
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,User,NA,Protesting
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,NA,Facial recognition,Failing
2566,YHB Pocket Shield (avoiding facial recognition at protests),Art,NA,Object,NA,Protecting
2565,(In)Security Camera (insecure security camera),Art,NA,User,NA,Interacting
2565,(In)Security Camera (insecure security camera),Art,NA,NA,Surveillance cameras,Shying
2565,(In)Security Camera (insecure security camera),Art,NA,NA,Surveillance cameras,Detecting
2565,(In)Security Camera (insecure security camera),Art,NA,NA,Surveillance cameras,Avoiding
2565,(In)Security Camera (insecure security camera),Art,NA,User,NA,Approaching
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Augmented reality,Scanning
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Non-Visible Spectrum,Displaying
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Holograms,Scanning
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,Father,NA,NA,Tracking
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Non-Visible Spectrum,Scanning
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Augmented reality,Tracking
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,Father,NA,NA,Locating
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Holograms,Tracking
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Augmented reality,Revealing
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Non-Visible Spectrum,Tracking
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,Father,NA,NA,Navigating
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Holograms,Revealing
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Augmented reality,Displaying
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Non-Visible Spectrum,Revealing
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,Father,NA,NA,Flying
2561,Raised by Wolves (Holo-navigation in spacecraft),Narrative,NA,NA,Holograms,Displaying
2559,Raised by Wolves (Confrontation seen through helmet camera),Narrative,NA,NA,Camera,Helping
2559,Raised by Wolves (Confrontation seen through helmet camera),Narrative,Tempest,NA,NA,Attacking
2559,Raised by Wolves (Confrontation seen through helmet camera),Narrative,NA,NA,Camera,Showing
2559,Raised by Wolves (Confrontation seen through helmet camera),Narrative,Tempest,NA,NA,Confronting
2559,Raised by Wolves (Confrontation seen through helmet camera),Narrative,Otho,NA,NA,Stopping
2559,Raised by Wolves (Confrontation seen through helmet camera),Narrative,Otho,NA,NA,Excited
2559,Raised by Wolves (Confrontation seen through helmet camera),Narrative,NA,NA,Camera,Replacing
2559,Raised by Wolves (Confrontation seen through helmet camera),Narrative,Otho,NA,NA,Confronted
2556,Raised by Wolves (Insert eyeball to find anomaly inside body),Narrative,Mother,NA,NA,Relocating
2556,Raised by Wolves (Insert eyeball to find anomaly inside body),Narrative,NA,NA,Ocular implant,Relocated
2556,Raised by Wolves (Insert eyeball to find anomaly inside body),Narrative,Mother,NA,NA,Damaged
2556,Raised by Wolves (Insert eyeball to find anomaly inside body),Narrative,NA,NA,Ocular implant,Inserted
2556,Raised by Wolves (Insert eyeball to find anomaly inside body),Narrative,Mother,NA,NA,Problem-solving
2556,Raised by Wolves (Insert eyeball to find anomaly inside body),Narrative,NA,NA,Ocular implant,Revealing
2556,Raised by Wolves (Insert eyeball to find anomaly inside body),Narrative,Mother,NA,NA,Self-diagnosing
2553,Cat or Human (misinterpreting cats and humans),Art,NA,Creator,NA,Sorting
2553,Cat or Human (misinterpreting cats and humans),Art,NA,NA,Object recognition,Classifying
2553,Cat or Human (misinterpreting cats and humans),Art,NA,Creator,NA,Testing
2553,Cat or Human (misinterpreting cats and humans),Art,NA,Image,NA,Classified
2553,Cat or Human (misinterpreting cats and humans),Art,NA,Creator,NA,Collecting
2553,Cat or Human (misinterpreting cats and humans),Art,NA,Image,NA,Misinterpreted
2553,Cat or Human (misinterpreting cats and humans),Art,NA,NA,Object recognition,Mistaking
2553,Cat or Human (misinterpreting cats and humans),Art,NA,NA,Object recognition,Misinterpreting
2552,Raised by Wolves (VR as catalyst to remember),Narrative,NA,NA,Virtual reality,Generating
2552,Raised by Wolves (VR as catalyst to remember),Narrative,Mother,NA,NA,Seeking
2552,Raised by Wolves (VR as catalyst to remember),Narrative,Campion Sturges,NA,NA,Returning
2552,Raised by Wolves (VR as catalyst to remember),Narrative,NA,NA,Virtual reality,Hacked
2552,Raised by Wolves (VR as catalyst to remember),Narrative,Mother,NA,NA,Entering
2552,Raised by Wolves (VR as catalyst to remember),Narrative,Campion Sturges,NA,NA,Appearing
2552,Raised by Wolves (VR as catalyst to remember),Narrative,Mother,NA,NA,NA
2552,Raised by Wolves (VR as catalyst to remember),Narrative,Mother,NA,NA,Hacking
2552,Raised by Wolves (VR as catalyst to remember),Narrative,NA,NA,Virtual reality,Entered
2552,Raised by Wolves (VR as catalyst to remember),Narrative,Mother,NA,NA,Returning
2552,Raised by Wolves (VR as catalyst to remember),Narrative,Campion Sturges,NA,NA,Having sex
2552,Raised by Wolves (VR as catalyst to remember),Narrative,NA,NA,Virtual reality,Revealing
2552,Raised by Wolves (VR as catalyst to remember),Narrative,Mother,NA,NA,Remembering
2552,Raised by Wolves (VR as catalyst to remember),Narrative,Campion Sturges,NA,NA,Entering
2551,Flower (recognizing distorted flowers),Art,NA,Image,NA,Distorted
2551,Flower (recognizing distorted flowers),Art,NA,Creator,NA,Curating
2551,Flower (recognizing distorted flowers),Art,NA,NA,Object recognition,Classifying
2551,Flower (recognizing distorted flowers),Art,NA,Creator,NA,Demonstrating
2551,Flower (recognizing distorted flowers),Art,NA,NA,Image generation,Distorting
2551,Flower (recognizing distorted flowers),Art,NA,Creator,NA,Experimenting
2551,Flower (recognizing distorted flowers),Art,NA,Object,NA,Recognised
2551,Flower (recognizing distorted flowers),Art,NA,Creator,NA,Testing
2551,Flower (recognizing distorted flowers),Art,NA,Image,NA,Classified
2551,Flower (recognizing distorted flowers),Art,NA,NA,Object recognition,Recognising
2549,Flåklypa Grand Prix (Reodor sees through smoke),Narrative,Rudolf Blodstrupmoen,NA,NA,Racing
2549,Flåklypa Grand Prix (Reodor sees through smoke),Narrative,Reodor Felgen,NA,NA,Navigating
2549,Flåklypa Grand Prix (Reodor sees through smoke),Narrative,Rudolf Blodstrupmoen,NA,NA,Obstructing
2549,Flåklypa Grand Prix (Reodor sees through smoke),Narrative,Reodor Felgen,NA,NA,Obstructed
2549,Flåklypa Grand Prix (Reodor sees through smoke),Narrative,NA,NA,Non-Visible Spectrum,Revealing
2549,Flåklypa Grand Prix (Reodor sees through smoke),Narrative,Reodor Felgen,NA,NA,Racing
2549,Flåklypa Grand Prix (Reodor sees through smoke),Narrative,NA,NA,Non-Visible Spectrum,Saving
2549,Flåklypa Grand Prix (Reodor sees through smoke),Narrative,Rudolf Blodstrupmoen,NA,NA,Releasing
2549,Flåklypa Grand Prix (Reodor sees through smoke),Narrative,NA,NA,Non-Visible Spectrum,Showing
2543,The Invisible Man (Violent use of Invisibility),Narrative,Adrian Griffin,NA,NA,Camouflaged
2543,The Invisible Man (Violent use of Invisibility),Narrative,Cecilia Kass,NA,NA,Manipulated
2543,The Invisible Man (Violent use of Invisibility),Narrative,Adrian Griffin,NA,NA,Manipulating
2543,The Invisible Man (Violent use of Invisibility),Narrative,NA,NA,Image generation,Damaged
2543,The Invisible Man (Violent use of Invisibility),Narrative,Cecilia Kass,NA,NA,Tormented
2543,The Invisible Man (Violent use of Invisibility),Narrative,Adrian Griffin,NA,NA,Following
2543,The Invisible Man (Violent use of Invisibility),Narrative,NA,NA,Image generation,Camouflaging
2543,The Invisible Man (Violent use of Invisibility),Narrative,Cecilia Kass,NA,NA,Fighting
2543,The Invisible Man (Violent use of Invisibility),Narrative,Adrian Griffin,NA,NA,Tormenting
2543,The Invisible Man (Violent use of Invisibility),Narrative,NA,NA,Camera,Damaged
2543,The Invisible Man (Violent use of Invisibility),Narrative,Cecilia Kass,NA,NA,Stabbing
2543,The Invisible Man (Violent use of Invisibility),Narrative,Adrian Griffin,NA,NA,Killing
2543,The Invisible Man (Violent use of Invisibility),Narrative,NA,NA,Camera,Camouflaging
2542,The Invisible Man (CCTV surveillance footage),Narrative,Cecilia Kass,NA,NA,Scared
2542,The Invisible Man (CCTV surveillance footage),Narrative,Cecilia Kass,NA,NA,Escaping
2542,The Invisible Man (CCTV surveillance footage),Narrative,Cecilia Kass,NA,NA,Running
2542,The Invisible Man (CCTV surveillance footage),Narrative,Cecilia Kass,NA,NA,Recorded
2542,The Invisible Man (CCTV surveillance footage),Narrative,NA,NA,Surveillance cameras,Recording
2542,The Invisible Man (CCTV surveillance footage),Narrative,Cecilia Kass,NA,NA,Watched
2542,The Invisible Man (CCTV surveillance footage),Narrative,NA,NA,Surveillance cameras,Watching
2541,The Invisible Man (Cecilia Paints Webcam),Narrative,Cecilia Kass,NA,NA,Watched
2541,The Invisible Man (Cecilia Paints Webcam),Narrative,NA,NA,Webcams,Obscured
2541,The Invisible Man (Cecilia Paints Webcam),Narrative,Cecilia Kass,NA,NA,Scared
2541,The Invisible Man (Cecilia Paints Webcam),Narrative,NA,NA,Webcams,Painted
2541,The Invisible Man (Cecilia Paints Webcam),Narrative,Cecilia Kass,NA,NA,Hiding
2541,The Invisible Man (Cecilia Paints Webcam),Narrative,NA,NA,Webcams,Watching
2541,The Invisible Man (Cecilia Paints Webcam),Narrative,Cecilia Kass,NA,NA,Painting
2541,The Invisible Man (Cecilia Paints Webcam),Narrative,Cecilia Kass,NA,NA,Obscuring
2541,The Invisible Man (Cecilia Paints Webcam),Narrative,Cecilia Kass,NA,NA,Looking
2537,Animal Classifier (classifying images of animals),Art,NA,NA,Object recognition,Classifying
2537,Animal Classifier (classifying images of animals),Art,NA,Creator,NA,Conceptualizing
2537,Animal Classifier (classifying images of animals),Art,NA,Image,NA,Analysed
2537,Animal Classifier (classifying images of animals),Art,NA,Creator,NA,Categorizing
2537,Animal Classifier (classifying images of animals),Art,NA,Image,NA,Classified
2537,Animal Classifier (classifying images of animals),Art,NA,NA,Object recognition,Trained
2537,Animal Classifier (classifying images of animals),Art,NA,NA,Object recognition,Analysing
2537,Animal Classifier (classifying images of animals),Art,NA,Creator,NA,Training
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,Creator,NA,uploading
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,Image,NA,Demonstrating
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,NA,Facial recognition,Mistaking
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,Image,NA,Misinterpreted
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,Creator,NA,Collecting
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,NA,Facial recognition,Misinterpreting
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,Image,NA,Recognised
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,Creator,NA,Discovering
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,NA,Facial recognition,Classifying
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,Image,NA,Uploaded
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,Creator,NA,Sorting
2535,DIGITAL PAREIDOLIA: A Personal Index Of Facebook’s Erroneous Portraits (misinterpreting objects as faces),Art,NA,Image,NA,Classified
2533,Digital skin (changing skin),Art,NA,Image,NA,Layered
2533,Digital skin (changing skin),Art,NA,Creator,NA,Transformed
2533,Digital skin (changing skin),Art,NA,NA,3D scans,Colliding
2533,Digital skin (changing skin),Art,NA,Image,NA,Surprising
2533,Digital skin (changing skin),Art,Strangers (Digital Skin),NA,NA,Contributing
2533,Digital skin (changing skin),Art,NA,Creator,NA,Scanned
2533,Digital skin (changing skin),Art,NA,NA,3D scans,Reproducing
2533,Digital skin (changing skin),Art,NA,Image,NA,Distorted
2533,Digital skin (changing skin),Art,Strangers (Digital Skin),NA,NA,Posing
2533,Digital skin (changing skin),Art,NA,NA,3D scans,3D modeling
2533,Digital skin (changing skin),Art,NA,Creator,NA,Masked
2533,Digital skin (changing skin),Art,Strangers (Digital Skin),NA,NA,Photographed
2533,Digital skin (changing skin),Art,NA,NA,3D scans,Scanning
2533,Digital skin (changing skin),Art,NA,Creator,NA,Posing
2533,Digital skin (changing skin),Art,NA,NA,3D scans,Reconstructing
2531,Isle of Dogs (Drone captures Atari),Narrative,NA,Government,NA,Surveilling
2531,Isle of Dogs (Drone captures Atari),Narrative,NA,NA,Drones,Surveilling
2531,Isle of Dogs (Drone captures Atari),Narrative,Atari,NA,NA,Surveilled
2531,Isle of Dogs (Drone captures Atari),Narrative,NA,NA,Drones,Capturing
2531,Isle of Dogs (Drone captures Atari),Narrative,Atari,NA,NA,Captured
2531,Isle of Dogs (Drone captures Atari),Narrative,NA,Government,NA,Capturing
2523,STET (Ursula killed by self-driving car),Narrative,Endangered Bird (STET),NA,NA,Rescued
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Machine learning,Seeing
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Object recognition,Prioritizing
2523,STET (Ursula killed by self-driving car),Narrative,Ursula,NA,NA,Killed
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Machine learning,Deciding
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,UGV,Killing
2523,STET (Ursula killed by self-driving car),Narrative,Endangered Bird (STET),NA,NA,Classified
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Object recognition,Protecting
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,UGV,Classifying
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Machine learning,Prioritizing
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,UGV,Seeing
2523,STET (Ursula killed by self-driving car),Narrative,NA,Humans in general,NA,Analysed
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Object recognition,Killing
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,UGV,Deciding
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Machine learning,Protecting
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Object recognition,Classifying
2523,STET (Ursula killed by self-driving car),Narrative,NA,Humans in general,NA,Training
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Object recognition,Seeing
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,UGV,Prioritizing
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Machine learning,Killing
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Object recognition,Deciding
2523,STET (Ursula killed by self-driving car),Narrative,Ursula,NA,NA,Classified
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,Machine learning,Classifying
2523,STET (Ursula killed by self-driving car),Narrative,NA,NA,UGV,Protecting
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,Augmented reality,Manipulated
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,AI,Predicting
2520,The Social Dilemma (AI manipulates Ben),Narrative,Ben,NA,NA,Tempted
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,Holograms,Manipulated
2520,The Social Dilemma (AI manipulates Ben),Narrative,A.I. (The Social Dilemma),NA,NA,Seeing
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,Augmented reality,Representing
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,AI,Seeing
2520,The Social Dilemma (AI manipulates Ben),Narrative,Ben,NA,NA,Showed
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,Holograms,Representing
2520,The Social Dilemma (AI manipulates Ben),Narrative,A.I. (The Social Dilemma),NA,NA,Manipulating
2520,The Social Dilemma (AI manipulates Ben),Narrative,Ben,NA,NA,Classified
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,AI,Manipulating
2520,The Social Dilemma (AI manipulates Ben),Narrative,A.I. (The Social Dilemma),NA,NA,Classifying
2520,The Social Dilemma (AI manipulates Ben),Narrative,Ben,NA,NA,Manipulated
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,Augmented reality,Showed
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,AI,Classifying
2520,The Social Dilemma (AI manipulates Ben),Narrative,Ben,NA,NA,Represented
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,Holograms,Showed
2520,The Social Dilemma (AI manipulates Ben),Narrative,A.I. (The Social Dilemma),NA,NA,Showing
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,Augmented reality,tweaked
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,AI,Showing
2520,The Social Dilemma (AI manipulates Ben),Narrative,Ben,NA,NA,Tricked
2520,The Social Dilemma (AI manipulates Ben),Narrative,NA,NA,Holograms,tweaked
2520,The Social Dilemma (AI manipulates Ben),Narrative,A.I. (The Social Dilemma),NA,NA,Predicting
2513,Welcome to Your Authentic Indian ExperienceTM  (VR amusement park),Narrative,NA,NA,Virtual reality,Providing
2513,Welcome to Your Authentic Indian ExperienceTM  (VR amusement park),Narrative,NA,Humans in general,NA,Desiring
2513,Welcome to Your Authentic Indian ExperienceTM  (VR amusement park),Narrative,NA,NA,Virtual reality,Displaying
2513,Welcome to Your Authentic Indian ExperienceTM  (VR amusement park),Narrative,Jesse (Welcome to Your Authentic Indian ExperienceTM),NA,NA,Acting
2513,Welcome to Your Authentic Indian ExperienceTM  (VR amusement park),Narrative,Jesse (Welcome to Your Authentic Indian ExperienceTM),NA,NA,Viewing
2513,Welcome to Your Authentic Indian ExperienceTM  (VR amusement park),Narrative,NA,Humans in general,NA,Playing
2513,Welcome to Your Authentic Indian ExperienceTM  (VR amusement park),Narrative,NA,NA,Virtual reality,Simulating
2513,Welcome to Your Authentic Indian ExperienceTM  (VR amusement park),Narrative,NA,Humans in general,NA,Pretending
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Cutter Colby,NA,NA,Approving
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Lucky 13,NA,NA,Protecting
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,NA,NA,Non-Visible Spectrum,Analysing
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Cutter Colby,NA,NA,Appreciating
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Lucky 13,NA,NA,Caring
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,NA,NA,Camera,Recording
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Cutter Colby,NA,NA,Flying
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,NA,NA,Object recognition,Recording
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Lucky 13,NA,NA,Evaluating
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,NA,NA,Camera,Analysing
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Cutter Colby,NA,NA,Working
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,NA,NA,Object recognition,Analysing
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Lucky 13,NA,NA,Analysing
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Cutter Colby,NA,NA,Protected
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Lucky 13,NA,NA,Working
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,NA,NA,Non-Visible Spectrum,Recording
2512,"Love, Death and Robots (Sentient plane sees everything)",Narrative,Lucky 13,NA,NA,Watching
2508,"Love, Death and Robots (Holographic fight host)",Narrative,Holographic Fight Host,NA,NA,Entertaining
2508,"Love, Death and Robots (Holographic fight host)",Narrative,Holographic Fight Host,NA,NA,Displayed
2508,"Love, Death and Robots (Holographic fight host)",Narrative,NA,NA,Holograms,Replacing
