Verb,target,SituationID,Government,Narrative,Art,User,Humans in general,Corporation,Game,Object,Image,Creator,Law enforcement,Environment,Military
Controlling,TRUE,3006,0,0,0,1,0,0,1,0,0,0,0,0,0
Controlling,TRUE,3038,0,0,1,1,0,0,0,0,0,0,0,0,0
Controlling,TRUE,3044,0,0,1,1,0,0,0,0,0,0,0,0,0
Conversating,TRUE,3244,0,0,0,0,1,0,1,0,0,0,0,0,0
Convincing,TRUE,539,0,1,0,0,0,1,0,0,0,0,0,0,0
Coordinating,TRUE,1137,0,0,1,0,0,0,0,0,0,0,0,0,1
Copied,FALSE,289,0,1,0,0,0,0,0,1,0,0,0,0,0
Countersurveilling,TRUE,654,0,1,0,0,1,0,0,0,0,0,0,0,0
Covering,TRUE,429,0,0,1,0,0,0,0,0,0,1,0,0,0
Covering,TRUE,2566,0,0,1,0,0,0,0,1,0,0,0,0,0
Created,FALSE,3041,0,0,1,0,0,0,0,0,1,0,0,0,0
Created,FALSE,3183,0,0,1,0,0,0,0,0,1,0,0,0,0
Creating,TRUE,657,0,1,0,0,1,0,0,0,0,0,0,0,0
Creating,TRUE,1229,0,0,1,0,0,0,0,0,0,1,0,0,0
Creating,TRUE,3041,0,0,1,1,0,0,0,0,0,0,0,0,0
Creating,TRUE,3195,0,0,1,0,0,0,0,0,0,1,0,0,0
Criticising,TRUE,2954,0,1,0,0,1,0,0,0,0,0,0,0,0
Critiquing,TRUE,1212,0,0,1,0,0,0,0,0,0,1,0,0,0
Critiquing,TRUE,1217,0,0,1,0,0,0,0,0,0,1,0,0,0
Critiquing,TRUE,1586,0,0,1,0,0,0,0,0,0,1,0,0,0
Critiquing,TRUE,1636,0,0,1,0,0,0,0,0,0,1,0,0,0
Crowdsourcing,TRUE,2570,0,0,1,0,0,0,0,0,0,1,0,0,0
Curated,FALSE,3092,0,0,1,0,0,0,0,0,1,0,0,0,0
Curated,FALSE,3183,0,0,1,0,0,0,0,0,1,0,0,0,0
Curating,TRUE,291,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,295,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,303,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,725,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,994,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,1093,0,1,0,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,1138,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,1153,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,1614,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,1660,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,2243,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,2244,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,2551,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,2938,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,3092,0,0,1,0,0,0,0,0,0,1,0,0,0
Curating,TRUE,3183,0,0,1,0,0,0,0,0,0,1,0,0,0
Cut,FALSE,1921,0,0,1,0,0,0,0,0,1,0,0,0,0
Dancing,TRUE,298,0,0,0,1,0,0,1,0,0,0,0,0,0
Dancing,TRUE,2821,0,0,1,1,0,0,0,0,0,0,0,0,0
Decaying,TRUE,1152,0,0,1,0,0,0,0,0,0,0,0,1,0
Deceiving,TRUE,761,0,1,0,0,1,0,0,0,0,0,0,0,0
Deciding,TRUE,923,0,1,0,0,0,1,0,0,0,0,0,0,0
Deciding,TRUE,924,0,1,0,0,0,1,0,0,0,0,0,0,0
Deciding,TRUE,1008,0,0,0,1,0,0,1,0,0,0,0,0,0
Deciding,TRUE,1229,0,0,1,0,0,0,0,0,0,1,0,0,0
Deciding,TRUE,1565,0,0,1,0,0,0,0,0,0,1,0,0,0
Decolonizing,TRUE,3203,0,0,1,0,0,0,0,0,0,1,0,0,0
Decorating,TRUE,379,0,0,1,1,0,0,0,0,0,0,0,0,0
Decorating,TRUE,657,0,1,0,0,1,0,0,0,0,0,0,0,0
Decorating,TRUE,1768,0,0,1,0,0,0,0,0,0,1,0,0,0
Decoying,TRUE,1549,0,0,1,1,0,0,0,0,0,0,0,0,0
Deduced,FALSE,1072,0,0,1,1,0,0,0,0,0,0,0,0,0
Deleted,FALSE,2437,0,1,0,0,0,0,0,0,1,0,0,0,0
Demonstrating,TRUE,300,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,428,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,525,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,527,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,659,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,1151,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,1519,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,1547,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,1563,0,0,1,1,0,0,0,0,0,0,0,0,0
Demonstrating,TRUE,1565,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,1578,0,0,1,0,0,0,0,0,1,0,0,0,0
Demonstrating,TRUE,1595,0,0,1,0,0,0,0,0,1,0,0,0,0
Demonstrating,TRUE,1974,0,0,1,0,0,0,0,0,1,0,0,0,0
Demonstrating,TRUE,2030,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,2535,0,0,1,0,0,0,0,0,1,0,0,0,0
Demonstrating,TRUE,2551,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,2566,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,2741,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,2833,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,3176,0,0,1,0,0,0,0,0,0,1,0,0,0
Demonstrating,TRUE,3186,0,0,1,0,0,0,0,0,0,1,0,0,0
Depicting,TRUE,2938,0,0,1,0,0,0,0,0,1,0,0,0,0
Described,FALSE,1081,0,0,1,0,0,0,0,0,1,0,0,0,0
Described,FALSE,3044,0,0,1,0,1,0,0,0,0,0,0,0,0
Desiring,TRUE,2513,0,1,0,0,1,0,0,0,0,0,0,0,0
Destroyed,FALSE,1897,0,1,0,0,0,0,0,0,0,0,0,1,0
Destroyed,FALSE,1921,0,0,1,0,0,0,0,0,1,0,0,0,0
Destroying,TRUE,2105,0,1,0,0,0,0,0,0,0,0,0,0,1
Destroying,TRUE,3083,0,1,0,0,1,0,0,0,0,0,0,0,0
Detected,FALSE,1616,0,0,1,1,0,0,0,0,0,0,0,0,0
Detected,FALSE,1650,0,0,1,0,0,0,0,1,0,0,0,0,0
Detected,FALSE,1651,0,0,1,1,0,0,0,0,0,0,0,0,0
Detected,FALSE,1652,0,0,1,1,0,0,0,0,0,0,0,0,0
Detected,FALSE,1653,0,0,1,1,0,0,0,0,0,0,0,0,0
Detected,FALSE,1660,0,0,1,0,0,0,0,1,0,0,0,0,0
Detected,FALSE,1921,0,0,1,1,0,0,0,0,0,0,0,0,0
Detected,FALSE,1948,0,0,1,0,0,0,0,1,0,0,0,0,0
Detected,FALSE,2069,0,0,1,1,0,0,0,0,0,0,0,0,0
Detected,FALSE,2294,0,1,0,0,0,0,0,1,0,0,0,0,0
Detected,FALSE,3035,0,0,0,1,0,0,1,0,0,0,0,0,0
Developing,TRUE,291,0,0,1,0,0,1,0,0,0,0,0,0,0
Developing,TRUE,526,0,0,1,0,0,0,0,0,0,1,0,0,0
Developing,TRUE,527,0,0,1,0,0,0,0,0,0,1,0,0,0
Developing,TRUE,1212,0,0,1,0,0,0,0,0,0,1,0,0,0
Developing,TRUE,1217,0,0,1,0,0,0,0,0,0,1,0,0,0
Developing,TRUE,1593,0,0,1,0,0,0,0,0,0,1,0,0,0
Developing,TRUE,1595,0,0,1,0,0,0,0,0,0,1,0,0,0
Developing,TRUE,2248,0,0,1,0,0,0,0,0,0,1,0,0,0
Developing,TRUE,2251,0,0,1,0,0,0,0,0,0,1,0,0,0
Developing,TRUE,2983,0,0,1,0,0,0,0,0,0,1,0,0,0
Digitalized,FALSE,3203,0,0,1,0,0,0,0,1,0,0,0,0,0
Directing,TRUE,3221,0,1,0,0,0,1,0,0,0,0,0,0,0
Disappearing,TRUE,1585,0,0,1,0,1,0,0,0,0,0,0,0,0
Discovering,TRUE,526,0,0,1,1,0,0,0,0,0,0,0,0,0
Discovering,TRUE,1049,0,0,1,0,0,0,0,0,0,1,0,0,0
Discovering,TRUE,1467,0,0,0,1,0,0,1,0,0,0,0,0,0
Discovering,TRUE,2204,0,1,0,0,0,1,0,0,0,0,0,0,0
Discovering,TRUE,2535,0,0,1,0,0,0,0,0,0,1,0,0,0
Discriminating,TRUE,930,0,1,0,0,0,1,0,0,0,0,0,0,0
Discriminating,TRUE,3173,0,0,1,0,0,0,0,0,0,0,1,0,0
Discussing,TRUE,1099,0,1,0,0,0,1,0,0,0,0,0,0,0
Discussing,TRUE,2096,1,1,0,0,0,0,0,0,0,0,0,0,0
Disempowered,FALSE,3083,0,1,0,1,0,0,0,0,0,0,0,0,0
Disguising,TRUE,3148,0,0,1,1,0,0,0,0,0,0,0,0,0
Disliking,TRUE,1587,0,1,0,0,1,0,0,0,0,0,0,0,0
Displayed,FALSE,441,0,0,1,0,1,0,0,0,0,0,0,0,0
Displayed,FALSE,991,0,0,1,1,0,0,0,0,0,0,0,0,0
Displayed,FALSE,1659,0,0,1,0,0,0,0,0,1,0,0,0,0
Displayed,FALSE,3068,0,0,1,0,0,0,0,0,1,0,0,0,0
Displaying,TRUE,1785,0,0,1,0,0,0,0,0,0,1,0,0,0
Disseminating,TRUE,539,0,1,0,0,0,1,0,0,0,0,0,0,0
Distorted,FALSE,383,0,0,1,1,0,0,0,0,0,0,0,0,0
Distorted,FALSE,991,0,0,1,0,0,0,0,0,1,0,0,0,0
Distorted,FALSE,2533,0,0,1,0,0,0,0,0,1,0,0,0,0
Distorted,FALSE,2551,0,0,1,0,0,0,0,0,1,0,0,0,0
Distorted,FALSE,3068,0,0,1,0,0,0,0,0,1,0,0,0,0
Distorting,TRUE,379,0,0,1,0,0,0,0,1,0,0,0,0,0
Distorting,TRUE,1551,0,0,1,0,0,0,0,1,0,0,0,0,0
Documented,FALSE,252,0,0,1,0,0,0,0,0,0,0,0,1,0
Documented,FALSE,307,0,2,0,0,1,0,0,0,0,0,0,1,0
Documented,FALSE,317,0,2,0,0,1,0,0,0,0,0,1,0,0
Documented,FALSE,1030,0,0,1,0,1,0,0,0,0,0,0,0,0
Documented,FALSE,1152,0,0,1,0,0,0,0,0,0,0,0,1,0
Documenting,TRUE,291,0,0,1,0,0,0,0,0,0,1,0,0,0
Donating,TRUE,2989,0,0,1,0,1,0,0,0,0,0,0,0,0
Doubting,TRUE,3001,0,0,0,0,0,0,1,0,0,0,1,0,0
Drawing,TRUE,424,0,0,1,0,0,0,0,0,0,1,0,0,0
Editing,TRUE,1093,0,1,0,0,0,0,0,0,0,1,0,0,0
Embellishing,TRUE,657,0,1,0,0,1,0,0,0,0,0,0,0,0
Emoting,TRUE,707,0,0,0,1,0,0,1,0,0,0,0,0,0
Employing,TRUE,923,0,1,0,0,0,1,0,0,0,0,0,0,0
Employing,TRUE,924,0,1,0,0,0,1,0,0,0,0,0,0,0
Empowered,FALSE,2862,0,1,0,0,1,0,0,0,0,0,0,0,0
Enabling,TRUE,252,0,0,1,0,0,0,0,0,0,1,0,0,0
Enduring,TRUE,1563,0,0,1,1,0,0,0,0,0,0,0,0,0
Enjoying,TRUE,3268,0,1,0,0,1,0,0,0,0,0,0,0,0
Entering,TRUE,1078,0,0,1,1,0,0,0,0,0,0,0,0,0
Entertained,FALSE,603,0,1,0,0,1,0,0,0,0,0,0,0,0
Entertained,FALSE,676,0,1,0,0,1,0,0,0,0,0,0,0,0
Entertained,FALSE,2866,0,1,0,0,1,0,0,0,0,0,0,0,0
Entertained,FALSE,3190,0,0,1,1,0,0,0,0,0,0,0,0,0
Entertained,FALSE,3221,0,1,0,0,0,1,0,0,0,0,0,0,0
Entertaining,TRUE,659,0,0,1,0,0,0,0,0,0,1,0,0,0
Entertaining,TRUE,2866,0,1,0,0,1,0,0,0,0,0,0,0,0
Erasing,TRUE,3186,0,0,1,0,0,0,0,0,0,1,0,0,0
Estranged,FALSE,1913,0,0,1,1,0,0,0,0,0,0,0,0,0
Evaded,FALSE,3138,0,1,0,0,0,0,0,0,0,0,1,0,0
Evaded,FALSE,3218,1,1,0,0,0,0,0,0,0,0,0,0,0
Evading,TRUE,761,0,1,0,0,1,0,0,0,0,0,0,0,0
Evaluating,TRUE,258,0,0,1,1,0,0,0,0,0,0,0,0,0
Examining,TRUE,3228,0,0,1,0,0,0,0,0,0,1,0,0,0
Exchanged,FALSE,3041,0,0,1,0,0,0,0,0,1,0,0,0,0
Excluding,TRUE,930,0,1,0,0,0,1,0,0,0,0,0,0,0
Exhausting,TRUE,2569,0,0,1,0,0,0,0,0,0,1,0,0,0
Experiencing,TRUE,1546,0,0,1,1,0,0,0,0,0,0,0,0,0
Experiencing,TRUE,3268,0,1,0,0,1,0,0,0,0,0,0,0,0
Experimenting,TRUE,323,0,0,1,0,0,0,0,0,0,1,0,0,0
Experimenting,TRUE,1075,0,0,1,1,0,0,0,0,0,0,0,0,0
Experimenting,TRUE,1578,0,0,1,0,0,0,0,0,0,1,0,0,0
Experimenting,TRUE,2030,0,0,1,0,0,0,0,0,0,1,0,0,0
Experimenting,TRUE,2551,0,0,1,0,0,0,0,0,0,1,0,0,0
Experimenting,TRUE,3186,0,0,1,0,0,0,0,0,0,1,0,0,0
Explaining,TRUE,2566,0,0,1,0,0,0,0,0,0,1,0,0,0
Exploited,FALSE,1763,0,0,1,0,1,0,0,0,0,0,0,0,0
Exploiting,TRUE,963,1,1,0,0,0,0,0,0,0,0,0,0,0
Exploring,TRUE,594,0,0,1,1,0,0,0,0,0,0,0,0,0
Exploring,TRUE,676,0,1,0,0,0,1,0,0,0,0,0,0,0
Exploring,TRUE,1049,0,0,1,0,0,0,0,0,0,1,0,0,0
Exploring,TRUE,1578,0,0,1,0,0,0,0,0,0,1,0,0,0
Exploring,TRUE,1593,0,0,1,1,0,0,0,0,0,0,0,0,0
Exploring,TRUE,1594,0,0,1,1,0,0,0,0,0,0,0,0,0
Exploring,TRUE,1974,0,0,1,0,0,0,0,0,0,1,0,0,0
Exploring,TRUE,1976,0,0,1,1,0,0,0,0,0,0,0,0,0
Exploring,TRUE,1985,0,0,1,1,0,0,0,0,0,0,0,0,0
Exploring,TRUE,1991,0,0,1,1,0,0,0,0,0,0,0,0,0
Exploring,TRUE,2248,0,0,1,1,0,0,0,0,0,0,0,0,0
Exploring,TRUE,2979,0,0,0,1,0,0,1,0,0,0,0,0,0
Exploring,TRUE,3040,0,0,1,1,0,0,0,0,0,0,0,0,0
Exploring,TRUE,3052,0,0,1,1,0,0,0,0,0,0,0,0,0
Exposed,FALSE,307,0,1,0,0,1,0,0,0,0,0,0,0,0
Exposed,FALSE,1763,0,0,1,0,1,0,0,0,0,0,0,0,0
Exposed,FALSE,2244,0,0,1,0,1,0,0,0,0,0,0,0,0
Exposed,FALSE,3015,0,0,1,1,0,0,0,0,0,0,0,0,0
Exposing,TRUE,2570,0,0,1,0,0,0,0,0,0,1,0,0,0
Exposing,TRUE,2738,0,0,1,0,0,0,0,1,0,0,0,0,0
Exposing,TRUE,2741,0,0,1,0,0,0,0,0,1,0,0,0,0
Expressing,TRUE,1614,0,0,1,0,1,0,0,0,0,0,0,0,0
Expressing,TRUE,1628,0,0,1,1,0,0,0,0,0,0,0,0,0
Expressing,TRUE,1657,0,0,1,1,0,0,0,0,0,0,0,0,0
Expressing,TRUE,1688,0,0,0,1,0,0,1,0,0,0,0,0,0
Expressing,TRUE,1762,0,0,1,1,0,0,0,0,0,0,0,0,0
Extracted,FALSE,441,0,0,1,0,1,0,0,0,0,0,0,0,0
Extracting,TRUE,2969,0,1,0,0,0,1,0,0,0,0,0,0,0
Fading,TRUE,2041,0,0,1,0,0,0,0,0,1,0,0,0,0
Failing,TRUE,725,0,0,1,0,0,0,0,0,1,0,0,0,0
Failing,TRUE,930,0,1,0,0,0,1,0,0,0,0,0,0,0
Faking,TRUE,1763,0,0,1,0,0,0,0,0,0,1,0,0,0
Fascinated,FALSE,2184,0,1,0,0,1,0,0,0,0,0,0,0,0
Fed,FALSE,424,0,0,1,0,0,0,0,0,1,0,0,0,0
Feeding,TRUE,295,0,0,1,0,0,0,0,0,0,1,0,0,0
Feeding,TRUE,424,0,0,1,0,0,0,0,0,0,1,0,0,0
Feeding,TRUE,513,0,0,0,1,0,0,1,0,0,0,0,0,0
Feeding,TRUE,725,0,0,1,0,0,0,0,0,0,1,0,0,0
Feeding,TRUE,986,0,0,1,0,0,0,0,0,0,1,0,0,0
Feeding,TRUE,994,0,0,1,0,0,0,0,0,0,1,0,0,0
Feeding,TRUE,1093,0,1,0,0,0,0,0,0,0,1,0,0,0
Feeling,TRUE,3199,0,0,1,0,1,0,0,0,0,0,0,0,0
Feeling,TRUE,3268,0,1,0,0,1,0,0,0,0,0,0,0,0
Fighting,TRUE,317,0,1,0,0,0,0,0,0,0,1,0,0,0
Fighting,TRUE,3083,0,1,0,0,1,0,0,0,0,0,0,0,0
Fighting,TRUE,3234,0,0,0,0,0,0,1,0,0,0,1,0,0
Filmed,FALSE,3173,0,0,1,0,0,0,0,0,0,0,1,0,0
Filming,TRUE,2184,0,1,0,0,1,0,0,0,0,0,0,0,0
Filming,TRUE,2821,0,0,1,1,0,0,0,0,0,0,0,0,0
Filtered,FALSE,1593,0,0,1,0,0,0,0,0,1,0,0,0,0
Filtering,TRUE,1593,0,0,1,1,0,0,0,0,0,0,0,0,0
Filtering,TRUE,3052,0,0,1,1,0,0,0,0,0,0,0,0,0
Finding,TRUE,318,0,0,1,0,0,0,0,0,0,1,0,0,0
Finding,TRUE,676,0,1,0,0,1,0,0,0,0,0,0,0,0
Fixing,TRUE,291,0,0,1,0,0,1,0,0,0,0,0,0,0
Following,TRUE,1151,0,0,1,0,0,0,0,0,0,1,0,0,0
Following,TRUE,1546,0,0,1,1,0,0,0,0,0,0,0,0,0
Following,TRUE,3228,0,0,1,0,1,0,0,0,0,0,0,0,0
Found,FALSE,1858,0,1,0,0,0,0,0,1,0,0,0,0,0
Framed,FALSE,3063,0,0,0,0,0,1,1,0,0,0,0,0,0
Frustrated,FALSE,3186,0,0,1,0,0,0,0,0,0,1,0,0,0
Generated,FALSE,528,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,725,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,986,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,1078,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,1153,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,1547,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,1579,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,1593,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,1594,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,1595,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,1640,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,3068,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,3092,0,0,1,0,0,0,0,0,1,0,0,0,0
Generated,FALSE,3199,0,0,1,0,0,0,0,0,1,0,0,0,0
Gesturing,TRUE,1072,0,0,1,1,0,0,0,0,0,0,0,0,0
Giving,TRUE,1590,0,1,0,0,1,0,0,0,0,0,0,0,0
Grimacing,TRUE,1058,0,0,1,1,0,0,0,0,0,0,0,0,0
Grimacing,TRUE,1688,0,0,0,1,0,0,1,0,0,0,0,0,0
Grimacing,TRUE,1762,0,0,1,1,0,0,0,0,0,0,0,0,0
Guided,FALSE,293,0,0,0,0,0,0,1,0,0,0,0,0,1
Guiding,TRUE,400,0,0,0,1,0,0,1,0,0,0,0,0,0
Guiding,TRUE,1779,0,0,1,0,0,0,0,0,0,0,1,0,0
Guiding,TRUE,2246,0,0,1,0,0,1,0,0,0,0,0,0,0
Guiding,TRUE,3062,0,0,0,1,0,0,1,0,0,0,0,0,0
Guiding,TRUE,3228,0,0,1,0,0,0,0,0,0,1,0,0,0
Hacked,FALSE,754,0,0,0,0,0,1,1,0,0,0,0,0,0
Hacked,FALSE,2989,1,0,1,0,0,0,0,0,0,0,0,0,0
Hacked,FALSE,3005,0,0,0,0,0,0,1,0,0,0,1,0,0
Hacked,FALSE,3063,0,0,0,0,0,1,1,0,0,0,0,0,0
Hacked,FALSE,3140,0,1,0,0,0,0,0,1,0,0,0,0,0
Hacking,TRUE,525,0,0,1,0,0,0,0,0,0,1,0,0,0
Hacking,TRUE,1008,0,0,0,1,0,0,1,0,0,0,0,0,0
Hacking,TRUE,1081,0,0,1,0,0,0,0,0,0,1,0,0,0
Hacking,TRUE,1783,0,0,1,0,0,0,0,0,0,1,0,0,0
Hacking,TRUE,1785,0,0,1,0,0,0,0,0,0,1,0,0,0
Hacking,TRUE,1787,0,0,1,1,0,0,0,0,0,0,0,0,0
Hacking,TRUE,1789,0,0,1,0,0,0,0,0,0,1,0,0,0
Hacking,TRUE,1974,0,0,1,0,0,0,0,0,0,1,0,0,0
Hacking,TRUE,1991,0,0,1,0,0,0,0,0,0,1,0,0,0
Hacking,TRUE,2211,0,1,0,0,1,0,0,0,0,0,0,0,0
Hacking,TRUE,2244,0,0,1,0,0,0,0,0,0,1,0,0,0
Hacking,TRUE,2738,0,0,1,1,0,0,0,0,0,0,0,0,0
Hacking,TRUE,3203,0,0,1,0,0,0,0,0,0,1,0,0,0
Hacking,TRUE,3233,0,0,0,1,0,0,1,0,0,0,0,0,0
Harassing,TRUE,1164,0,1,0,0,1,0,0,0,0,0,0,0,0
Helped,FALSE,2861,0,1,0,0,1,0,0,0,0,0,0,0,0
Helping,TRUE,1164,0,1,0,0,0,1,0,0,0,0,0,0,0
Helping,TRUE,1590,0,1,0,0,1,0,0,0,0,0,0,0,0
Hidden,FALSE,1129,0,0,0,0,0,1,1,0,0,0,0,0,0
Hidden,FALSE,2247,0,0,1,0,0,0,0,0,0,0,0,0,1
Hiding,TRUE,379,0,0,1,1,0,0,0,0,0,0,0,0,0
Hiding,TRUE,573,0,0,1,1,0,0,0,0,0,0,0,0,0
Hiding,TRUE,582,0,0,0,1,0,0,1,0,0,0,0,0,0
Hiding,TRUE,1550,0,0,1,1,0,0,0,0,0,0,0,0,0
Hiding,TRUE,1554,0,0,1,1,0,0,0,0,0,0,0,0,0
Hiding,TRUE,1564,0,0,1,1,0,0,0,0,0,0,0,0,0
Hiding,TRUE,1585,0,0,1,0,1,0,0,0,0,0,0,0,0
Hiding,TRUE,2566,0,0,1,1,0,0,0,0,0,0,0,0,0
Hiding,TRUE,3148,0,0,1,1,0,0,0,0,0,0,0,0,0
Highjacking,TRUE,1787,0,0,1,1,0,0,0,0,0,0,0,0,0
Highjacking,TRUE,1789,0,0,1,0,0,0,0,0,0,1,0,0,0
Hunted,FALSE,564,0,0,0,0,1,0,1,0,0,0,0,0,0
Hunted,FALSE,582,0,0,0,1,0,0,1,0,0,0,0,0,0
Hunting,TRUE,276,0,0,0,1,0,0,1,0,0,0,0,0,0
Hunting,TRUE,326,1,1,0,0,0,0,0,0,0,0,0,0,0
Hunting,TRUE,676,0,1,0,0,1,0,0,0,0,0,0,0,0
Hunting,TRUE,1750,0,1,0,0,0,0,0,0,0,0,0,0,1
Hypothesizing,TRUE,1565,0,0,1,0,0,0,0,0,0,1,0,0,0
Identified,FALSE,627,0,1,0,0,1,0,0,0,0,0,0,0,0
Identified,FALSE,638,0,1,0,0,1,0,0,0,0,0,0,0,0
Identified,FALSE,746,0,0,0,0,1,0,1,0,0,0,0,0,0
Identified,FALSE,1652,0,0,1,1,0,0,0,0,0,0,0,0,0
Identified,FALSE,1936,0,1,0,0,1,0,0,0,0,0,0,0,0
Identified,FALSE,2296,0,1,0,0,1,0,0,0,0,0,0,0,0
Identified,FALSE,2570,0,0,1,0,0,0,0,0,0,0,1,0,0
Identified,FALSE,2806,0,0,0,0,1,1,2,0,0,0,0,0,0
Identified,FALSE,2966,0,1,0,0,1,0,0,0,0,0,0,0,0
Identified,FALSE,2989,0,0,1,0,0,0,0,0,0,1,0,0,0
Identifying,TRUE,527,0,0,1,1,0,0,0,0,0,0,0,0,0
Identifying,TRUE,2570,0,0,1,1,0,0,0,0,0,0,0,0,0
Identifying,TRUE,2874,1,1,0,0,0,0,0,0,0,0,0,0,0
Identifying,TRUE,2884,0,0,0,0,0,0,1,0,0,0,0,0,1
Identifying,TRUE,2969,0,1,0,0,0,1,0,0,0,0,0,0,0
Ignoring,TRUE,2015,0,1,0,0,1,0,0,0,0,0,0,0,0
Imagining,TRUE,1640,0,0,1,0,0,0,0,0,0,1,0,0,0
Immersing,TRUE,1976,0,0,1,1,0,0,0,0,0,0,0,0,0
Imposing,TRUE,3158,0,0,1,0,0,0,0,0,0,1,0,0,0
Including,TRUE,3199,0,0,1,0,0,0,0,0,0,1,0,0,0
Influenced,FALSE,1691,0,0,1,1,0,0,0,0,0,0,0,0,0
Influencing,TRUE,1691,0,0,1,0,0,0,0,0,1,0,0,0,0
Informed,FALSE,1215,0,0,1,1,0,0,0,0,0,0,0,0,0
Informed,FALSE,1742,0,0,0,0,0,1,1,0,0,0,0,0,0
Informed,FALSE,2386,0,1,0,0,1,0,0,0,0,0,0,0,0
Informing,TRUE,317,0,1,0,0,0,0,0,0,0,1,0,0,0
Informing,TRUE,657,0,1,0,0,1,0,0,0,0,0,0,0,0
Informing,TRUE,2883,0,0,0,0,0,0,1,0,0,0,0,0,1
Inspiring,TRUE,295,0,0,1,0,0,0,0,0,0,1,0,0,0
Inspiring,TRUE,317,0,1,0,0,0,0,0,0,0,1,0,0,0
Inspiring,TRUE,725,0,0,1,0,0,0,0,0,0,1,0,0,0
Inspiring,TRUE,986,0,0,1,0,0,0,0,0,0,1,0,0,0
Inspiring,TRUE,994,0,0,1,0,0,0,0,0,0,1,0,0,0
Inspiring,TRUE,1093,0,1,0,0,0,0,0,0,0,1,0,0,0
Installing,TRUE,303,0,0,1,0,0,0,0,0,0,1,0,0,0
Installing,TRUE,2230,0,1,0,0,0,1,0,0,0,0,0,0,0
Instructing,TRUE,1021,1,1,0,0,0,0,0,0,0,0,0,0,0
Instructing,TRUE,2288,1,1,0,0,0,0,0,0,0,0,0,0,0
Integrated,FALSE,301,0,1,0,0,0,0,0,0,1,0,0,0,0
Interacting,TRUE,991,0,0,1,1,0,0,0,0,0,0,0,0,0
Interacting,TRUE,1673,0,0,1,1,0,0,0,0,0,0,0,0,0
Interacting,TRUE,2565,0,0,1,1,0,0,0,0,0,0,0,0,0
Intercepting,TRUE,2244,0,0,1,0,0,0,0,0,0,1,0,0,0
Interpreted,FALSE,1081,0,0,1,0,0,0,0,0,1,0,0,0,0
Interpreted,FALSE,1967,0,0,1,0,0,0,0,0,1,0,0,0,0
Interpreted,FALSE,2246,0,0,1,0,0,0,0,0,1,0,0,0,0
Interpreted,FALSE,2569,0,0,1,0,0,0,0,0,1,0,0,0,0
Interpreting,TRUE,3052,0,0,1,1,0,0,0,0,0,0,0,0,0
Interviewing,TRUE,2204,0,1,0,0,0,1,0,0,0,0,0,0,0
